"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"210074_at",23.4449418604651,93.1389290697674,0.903797704355885,0.368652866273667,0.652340057653652,-4.59678967193129
"212959_s_at",37.9872651162789,427.796879069767,0.903778425461802,0.368663032178452,0.652340057653652,-4.59678997562469
"208228_s_at",-48.3894186046509,748.699848837209,-0.903482820654968,0.368818929026951,0.652564093656309,-4.59679463139898
"217354_s_at",-20.5838651162792,222.887895348837,-0.903258548653567,0.368937234031572,0.652721586814252,-4.5967981627041
"202461_at",-104.730837209302,1617.1748372093,-0.903174343722664,0.368981658907001,0.652748357051818,-4.59679948834636
"220330_s_at",59.3186860465117,471.58915,0.903039033599457,0.369053052974863,0.652752004396786,-4.596801618291
"210419_at",28.1831162790697,369.945534883721,0.903012705427419,0.369066945599779,0.652752004396786,-4.59680203269252
"215048_at",-7.58638139534884,78.7092,-0.903003881474765,0.369071601821797,0.652752004396786,-4.59680217157762
"203682_s_at",-78.8343720930231,795.37076744186,-0.902785646164553,0.369186772028707,0.652789747547664,-4.59680560608898
"217279_x_at",-27.9690232558139,291.915302325581,-0.902778979641202,0.369190290538128,0.652789747547664,-4.59680571099183
"207588_at",21.2342023255814,178.605752325581,0.902752388122561,0.369204325427312,0.652789747547664,-4.59680612942231
"202680_at",-80.9260930232556,968.121581395349,-0.902741402316842,0.369210123786887,0.652789747547664,-4.59680630228585
"215735_s_at",28.144611627907,161.537873255814,0.902637419729802,0.369265009136214,0.652834988779932,-4.59680793836943
"218945_at",-41.3032906976745,395.588959302326,-0.902455580032715,0.369361002377413,0.652952892977064,-4.59681079903695
"208866_at",92.1933023255815,1057.74658139535,0.902367688107561,0.369407406216002,0.652983121744501,-4.59681218153715
"214971_s_at",-6.28043488372093,68.6939941860465,-0.902145501959829,0.36952472911811,0.653090707239852,-4.5968156758468
"215207_x_at",-46.4314418604652,515.654651162791,-0.902141414602718,0.369526887621957,0.653090707239852,-4.59681574012068
"205765_at",-17.1616209302325,135.728410465116,-0.902022769274593,0.369589546841243,0.65314964487774,-4.59681760570206
"203268_s_at",-78.4770000000001,905.856988372093,-0.901912334745444,0.369647875795348,0.653175385861302,-4.59681934196448
"220079_s_at",-87.1212558139536,989.008558139535,-0.901873579790783,0.369668346642751,0.653175385861302,-4.59681995122515
"204390_at",-3.64358720930232,24.5220873255814,-0.90182870542846,0.369692050732969,0.653175385861302,-4.5968206566566
"211613_s_at",-32.1400418604651,276.570306976744,-0.901639009016809,0.369792265137604,0.65330064568788,-4.59682363833831
"203191_at",21.6858581395349,114.196084883721,0.901192711292414,0.370028106779392,0.653665475135975,-4.59683065094368
"207902_at",-101.550186046512,1513.72779069767,-0.900705583239978,0.37028563333414,0.654038755395686,-4.59683830129498
"217062_at",-4.51476744186046,43.3064372093023,-0.900681975283922,0.370298116863617,0.654038755395686,-4.59683867195703
"214571_at",17.4165362790698,94.3337644186046,0.900569714544043,0.370357482282174,0.654091763310905,-4.59684043440417
"207989_at",-9.30668139534885,72.460073255814,-0.90028755087232,0.370506721866232,0.65430347783684,-4.59684486332327
"203057_s_at",-165.297372093023,1934.25459302326,-0.900055453643613,0.370629509221549,0.654419358367444,-4.59684850538419
"203997_at",43.8478372093022,505.398895348837,0.900052489313591,0.370631077619582,0.654419358367444,-4.59684855189449
"211889_x_at",-74.5026046511632,954.402069767442,-0.899811673743551,0.370758504792127,0.65459248572086,-4.59685232979578
"206427_s_at",-56.1252325581394,583.112825581395,-0.899554955654385,0.370894377235087,0.654780495003125,-4.59685635610319
"214546_s_at",-30.1577116279069,301.328039534884,-0.89948145314286,0.370933285489044,0.654797306547759,-4.596857508696
"207240_s_at",-25.9312279069767,163.489660465116,-0.899280307323801,0.371039774387453,0.654886541661866,-4.59686066239982
"205744_at",48.4856325581395,326.281472093023,0.899244814550388,0.371058566671837,0.654886541661866,-4.59686121880969
"209077_at",-89.7157674418604,1389.29655813953,-0.899183810708034,0.371090867652973,0.654886541661866,-4.59686217509976
"202627_s_at",17.0000325581396,209.31713255814,0.899067788424267,0.371152305300154,0.654886541661866,-4.59686399368101
"219978_s_at",38.8669069767442,251.657411627907,0.899027575552665,0.371173600848309,0.654886541661866,-4.59686462394147
"205952_at",-78.1503488372093,1152.18998837209,-0.899017811238791,0.371178771856743,0.654886541661866,-4.59686477697447
"221234_s_at",-123.825627906976,1850.90704651163,-0.898997435755133,0.371189562500084,0.654886541661866,-4.59686509630781
"203667_at",157.143395348838,2457.36388372093,0.898917255428345,0.37123202708733,0.654900709218066,-4.59686635286072
"203461_at",-165.922,2129.08351162791,-0.898871288898115,0.37125637296785,0.654900709218066,-4.59686707318052
"207423_s_at",-32.8402093023256,401.513872093023,-0.898736839999709,0.371327588759237,0.65497448431268,-4.59686917986216
"41397_at",12.9994837209302,153.30076744186,0.898605387621918,0.371397225672425,0.655045463009232,-4.59687123929796
"212067_s_at",-168.005418604651,1526.8096627907,-0.898398008067595,0.371507101779801,0.655187396039517,-4.59687448767863
"222088_s_at",-88.3161395348835,862.925651162791,-0.898310233439792,0.371553613675028,0.6552077285052,-4.59687586235763
"219583_s_at",-13.8536372093023,119.231,-0.898265275002886,0.371577438635741,0.6552077285052,-4.5968765664224
"217920_at",-67.2642325581395,687.559558139535,-0.898199794281085,0.371612140758182,0.655217070146746,-4.5968775918126
"215565_at",47.7619302325581,501.152895348837,0.898038631115254,0.371697559402185,0.655269277010595,-4.59688011522795
"207930_at",-49.0257093023256,401.023445348837,-0.898032963156917,0.371700563721847,0.655269277010595,-4.59688020396618
"218731_s_at",-14.5041697674419,129.575591860465,-0.897730885934168,0.371860702906347,0.65544916195871,-4.59688493254292
"219133_at",-106.891023255814,1471.27439534884,-0.897729509428755,0.371861432728179,0.65544916195871,-4.5968849540866
"209219_at",-70.5031860465115,649.066965116279,-0.897569493833713,0.371946279000945,0.655546858734324,-4.59688745827222
"200017_at",204.838604651162,3708.67813953488,0.897444384488555,0.372012625178612,0.655609088363612,-4.59688941588839
"210613_s_at",-31.926234883721,314.019463953488,-0.897391955224351,0.372040430927518,0.655609088363612,-4.59689023618365
"201430_s_at",-112.860186046512,1197.93,-0.897026748735166,0.372234153790859,0.655898596308849,-4.5968959488335
"204198_s_at",53.8529627906977,462.850239534884,0.896881329594202,0.372311308717779,0.655982675113329,-4.59689822289227
"203565_s_at",-15.5370162790698,115.519568604651,-0.896779709204915,0.372365231360188,0.656025810436358,-4.59689981181717
"212677_s_at",-106.334930232558,1668.89193023256,-0.896630667609278,0.372444325940511,0.656113282862867,-4.59690214190109
"208412_s_at",-27.6739162790698,180.736088372093,-0.896469398795534,0.372529921292316,0.65614900617333,-4.59690466272261
"214493_s_at",-8.50871395348837,55.0756337209302,-0.896346708896385,0.372595048731695,0.65614900617333,-4.59690658021783
"215272_at",53.5892255813952,357.918568604651,0.896341262375314,0.372597940073132,0.65614900617333,-4.59690666533453
"209761_s_at",-98.7529069767443,1168.97912790698,-0.896256348384825,0.372643019363448,0.65614900617333,-4.59690799228208
"209525_at",-107.819976744187,1416.9073372093,-0.896239163396517,0.372652142979001,0.65614900617333,-4.59690826081648
"219424_at",-13.6210441860465,210.292710465116,-0.896219732263709,0.372662459256086,0.65614900617333,-4.59690856444339
"204814_at",-63.6590697674419,677.146093023256,-0.896204158825159,0.372670727555969,0.65614900617333,-4.5969088077862
"204080_at",-16.3933279069768,162.03116627907,-0.896095961537498,0.372728175199817,0.656198303545669,-4.5969104983107
"216085_at",-91.027011627907,903.332436046512,-0.896038616202364,0.37275862512494,0.656200066650263,-4.59691139422108
"217444_at",6.92885348837208,78.6896895348837,0.895949095130379,0.372806163250057,0.656231908973934,-4.59691279270498
"203417_at",14.3972767441861,102.597401162791,0.895850919091141,0.37285830179215,0.656271843509833,-4.5969143262407
"215280_s_at",40.552465116279,531.658906976744,0.895419908546926,0.37308725379175,0.656535163933758,-4.59692105682474
"214185_at",-77.7495348837209,889.599395348837,-0.895378675618603,0.373109161289179,0.656535163933758,-4.59692170054735
"207258_at",36.3336418604651,264.999506976744,0.895318026284198,0.37314138640477,0.656535163933758,-4.59692264734425
"209739_s_at",-26.4284651162791,405.936906976744,-0.895293202237374,0.373154576796165,0.656535163933758,-4.59692303485469
"208870_x_at",314.499302325582,4186.82662790698,0.895271890481201,0.373165901147361,0.656535163933758,-4.59692336752902
"201726_at",138.675837209302,1212.99605813953,0.895236537017739,0.373184687267647,0.656535163933758,-4.59692391937614
"204082_at",81.1320930232558,469.854069767442,0.895025535559428,0.373296821596523,0.656680593324017,-4.59692721255045
"220344_at",-36.2194325581395,342.845027906977,-0.894950242644657,0.3733368403,0.6566814772073,-4.59692838749261
"211665_s_at",-51.6926023255813,582.447187209302,-0.894913699550732,0.373356264180733,0.6566814772073,-4.59692895771145
"214639_s_at",-8.73373953488372,117.720234883721,-0.894794489742957,0.373419632620295,0.656741095002213,-4.59693081770669
"213573_at",80.142418604651,826.05476744186,0.894734900493869,0.373451311058355,0.656744973902086,-4.59693174737059
"215197_at",-43.7914348837208,344.70928255814,-0.894533115149165,0.37355859540641,0.656834411468829,-4.59693489502167
"201228_s_at",25.0432162790697,217.390270930233,0.894440567612731,0.373607807168467,0.656834411468829,-4.59693633844268
"214174_s_at",22.0345302325582,183.961958139535,0.894398703951354,0.373630069335093,0.656834411468829,-4.59693699132354
"216433_s_at",-21.690423255814,191.590851162791,-0.894381623676791,0.373639152486267,0.656834411468829,-4.59693725768893
"214618_at",-63.1931627906978,705.362604651163,-0.894255844882799,0.373706044909624,0.656834411468829,-4.59693921904737
"203817_at",-78.8262558139536,953.034406976744,-0.894239447514876,0.373714766010674,0.656834411468829,-4.59693947472363
"204494_s_at",-42.3222325581397,431.372441860465,-0.894199297893985,0.373736120521726,0.656834411468829,-4.59694010073831
"219170_at",-9.52551860465118,118.258761627907,-0.894195793881811,0.373737984248678,0.656834411468829,-4.59694015537174
"220674_at",-12.8548651162791,105.679062790698,-0.894056653475232,0.373811995493434,0.656912673153012,-4.5969423246375
"211397_x_at",-171.732744186047,1947.53195348837,-0.893993220107985,0.373845739886941,0.656913259910926,-4.59694331348627
"204263_s_at",-5.59634883720929,70.047011627907,-0.89393533039456,0.373876536919211,0.656913259910926,-4.59694421585727
"203778_at",45.0205627906977,274.753860465116,0.893889779685449,0.373900770787159,0.656913259910926,-4.59694492585124
"209412_at",-4.06016511627907,41.7524151162791,-0.893616300504792,0.374046287853657,0.657117110709794,-4.59694918780908
"216601_at",-35.0953023255814,440.960418604651,-0.893422976531757,0.374149176195641,0.657246045972998,-4.59695219985327
"219539_at",18.0672209302326,205.301377906977,0.89336596495348,0.374179521549279,0.657247538915544,-4.59695308799053
"222133_s_at",16.6355046511628,100.250024418605,0.893153178243625,0.374292794469737,0.657392179780828,-4.59695640234047
"210265_x_at",-16.2309697674419,118.798808139535,-0.893100441153482,0.374320871384425,0.657392179780828,-4.59695722365185
"214246_x_at",107.29188372093,990.488104651163,0.892793289880778,0.374484423246206,0.657627583197668,-4.59696200620401
"220033_at",31.6033186046512,336.198745348837,0.892728043360209,0.374519171493316,0.657636776862535,-4.59696302193222
"219983_at",64.2799534883721,582.569325581395,0.892666067166573,0.37455217994589,0.657642914327813,-4.59696398668325
"218745_x_at",-12.1038069767442,156.592619767442,-0.892495483690087,0.374643041970768,0.657705324816156,-4.59696664173393
"213274_s_at",-147.37446511628,2059.38474418605,-0.892488509544609,0.374646757074517,0.657705324816156,-4.5969667502728
"204950_at",-95.3687209302325,1266.22947674419,-0.892385959849821,0.374701387626905,0.657749410783861,-4.59696834616278
"213013_at",13.5915395348837,161.593076744186,0.892280090866504,0.374757791697181,0.657796602787577,-4.59696999352258
"217170_at",75.7776790697676,559.022676744186,0.892214836970094,0.374792559831508,0.657805813699236,-4.59697100880313
"205403_at",-11.744111627907,142.674502325581,-0.891964816063445,0.37492579304014,0.657987827542998,-4.59697489819783
"208599_at",-6.20610465116278,70.9200523255814,-0.891851068696327,0.374986417536277,0.658042395807281,-4.59697666733595
"215622_x_at",-91.9611395348841,1096.01138372093,-0.891714392786889,0.375059270525236,0.658118412876119,-4.59697879279932
"215623_x_at",60.4077906976746,710.545918604651,0.891585582215676,0.375127939163921,0.658187076251153,-4.59698079566065
"203245_s_at",-25.0758209302325,187.322880232558,-0.891477097808933,0.375185778100778,0.658236728873289,-4.59698248225648
"202172_at",109.497069767442,1449.78204651163,0.8913873384571,0.375233637931619,0.658268867424836,-4.59698387758634
"57739_at",61.8860930232559,892.543325581395,0.891319702504201,0.375269704066565,0.658280312974516,-4.59698492891345
"222204_s_at",-63.9935534883721,400.023009302326,-0.891197498071849,0.375334873775119,0.658322439151793,-4.59698682825317
"220725_x_at",52.4219860465117,376.089134883721,0.891155884997752,0.375357066999259,0.658322439151793,-4.59698747495939
"213682_at",141.329906976744,1475.73272093023,0.891108479795677,0.375382350305735,0.658322439151793,-4.59698821164528
"203368_at",47.5540139534884,521.415737209302,0.890965084118498,0.375458836126928,0.658399133441532,-4.59699043981163
"221017_s_at",-12.0547,133.130668604651,-0.890907809555065,0.375489388544429,0.658399133441532,-4.59699132968094
"220002_at",-18.3773348837209,116.565379069767,-0.89086031777289,0.375514723641719,0.658399133441532,-4.59699206751433
"217911_s_at",-111.873023255814,1193.20920930233,-0.890763505399629,0.375566372765441,0.65843788232355,-4.59699357147616
"217084_at",-7.83004883720929,52.9575290697674,-0.890634484230919,0.37563521212948,0.658476206883948,-4.59699557555076
"206909_at",9.56345813953489,88.4475058139535,0.890611766667384,0.375647333927601,0.658476206883948,-4.59699592839175
"210780_at",-37.1311627906979,491.788976744186,-0.890190714912873,0.375872046202177,0.658789211281258,-4.59700246644572
"214968_at",-11.6341418604651,142.66111744186,-0.890166399194238,0.375885025904497,0.658789211281258,-4.59700284392706
"201717_at",135.323953488372,1941.1511627907,0.889926853585292,0.376012910125085,0.658961516029671,-4.5970065621426
"AFFX-r2-Hs28SrRNA-3_at",-131.73134883721,1302.0928372093,-0.889781326384822,0.376090614866065,0.659045861203251,-4.59700882053811
"212869_x_at",-651.760697674417,10874.1736046512,-0.889714439060645,0.376126332962581,0.65905662321343,-4.59700985842422
"207520_at",-52.5110930232559,657.516802325581,-0.889603407185591,0.376185629128772,0.659077522310763,-4.59701158113242
"205695_at",-38.8202093023255,620.49326744186,-0.889581338832859,0.376197415351191,0.659077522310763,-4.5970119235079
"207606_s_at",73.1876046511628,794.888802325581,0.889458693122103,0.376262921957623,0.659091465435537,-4.59701382612358
"217933_s_at",162.351,1324.15540697674,0.889402295063094,0.376293047270109,0.659091465435537,-4.5970147009477
"205224_at",-3.67064651162792,33.2733186046512,-0.889400308070525,0.376294108660005,0.659091465435537,-4.59701473176816
"210076_x_at",69.7509534883724,769.822755813953,0.889316826096804,0.376338703844113,0.659117766073911,-4.59701602660622
"202452_at",-10.4379930232558,167.400377906977,-0.888940162109862,0.376539955017204,0.659418407548598,-4.5970218673558
"217079_at",16.4139930232558,150.482329069767,0.888723474287213,0.376655761706854,0.659569378240772,-4.59702522635069
"220998_s_at",-24.9274441860465,211.922910465116,-0.888485742878343,0.37678284065616,0.659720587093561,-4.59702891064584
"211740_at",-8.85848372093021,82.8410418604651,-0.888451168802986,0.376801324415013,0.659720587093561,-4.59702944638614
"201168_x_at",45.5088837209302,477.335465116279,0.88825523048848,0.376906086387291,0.659852162395349,-4.59703248215572
"201137_s_at",254.173046511628,2467.71780232558,0.888164031823954,0.376954853640873,0.659885694373444,-4.59703389492186
"213986_s_at",-44.8533953488371,624.19311627907,-0.888023488749712,0.377030014904328,0.659965422004175,-4.59703607181271
"205132_at",-81.306046511628,1175.63902325581,-0.887812637503067,0.377142794029463,0.660110979448475,-4.59703933709383
"210423_s_at",-30.9581441860465,205.824325581395,-0.887702538465425,0.377201691697537,0.66011737341543,-4.59704104181079
"207301_at",-4.63032093023255,47.7128674418605,-0.887695054197539,0.377205695628895,0.66011737341543,-4.59704115768597
"216239_at",-13.538488372093,118.755720930233,-0.887516281440714,0.377301343349917,0.660232906695949,-4.59704392525506
"203015_s_at",-174.961697674418,1964.85831395349,-0.88739206290766,0.377367812208903,0.660234847838333,-4.59704584795758
"217384_x_at",-5.58082325581395,77.4991093023256,-0.887357765010389,0.377386166175812,0.660234847838333,-4.59704637878802
"205868_s_at",-30.4866488372093,272.39773372093,-0.887348094596838,0.377391341242959,0.660234847838333,-4.59704652845398
"207764_s_at",23.6948209302325,222.245747674419,0.887202267304083,0.377469385291548,0.66031954093669,-4.59704878518654
"202702_at",75.3065581395348,842.251046511628,0.887112158993453,0.377517614639679,0.660341898531647,-4.59705017946809
"214715_x_at",117.818790697675,1724.66130232558,0.887009602635246,0.377572511352596,0.660341898531647,-4.59705176619714
"212275_s_at",-28.7639744186046,311.938545348837,-0.88698165167215,0.37758747390647,0.660341898531647,-4.59705219861755
"222304_x_at",80.8568139534882,586.11738372093,0.886912413650491,0.37762453962009,0.660341898531647,-4.59705326972026
"200842_s_at",59.4540279069768,632.830381395349,0.886890883424454,0.377636066023885,0.660341898531647,-4.59705360277347
"220778_x_at",-37.4590976744187,295.271065116279,-0.886846230748116,0.377659971946655,0.660341898531647,-4.59705429348537
"213209_at",-113.283418604651,1537.51677906977,-0.886740083997674,0.377716804063573,0.660345472425329,-4.59705593528651
"210895_s_at",-130.442279069768,1472.0083255814,-0.886593696302436,0.37779519041492,0.660345472425329,-4.59705819919477
"220346_at",-12.6216674418605,88.5793034883721,-0.886585193862894,0.377799743537306,0.660345472425329,-4.59705833067525
"221720_s_at",-4.2148395348837,45.8504941860465,-0.886580345267854,0.377802340013,0.660345472425329,-4.59705840565265
"215933_s_at",-39.458288372093,298.813588372093,-0.886565689523424,0.37781018839252,0.660345472425329,-4.59705863228288
"212911_at",-43.2785837209302,514.155756976744,-0.886419334017339,0.377888569654516,0.660430666479339,-4.59706089526434
"220530_at",26.6652023255814,181.06828255814,0.886355008651994,0.377923022579781,0.660439080240393,-4.59706188976357
"221022_s_at",-85.0446255813955,674.093036046512,-0.886289478161796,0.377958122999762,0.660448624121996,-4.59706290282307
"221897_at",49.6389255813954,503.155886046512,0.886229293783471,0.377990361655895,0.660453166218013,-4.59706383317149
"219567_s_at",-56.2952093023256,758.15011627907,-0.88607288426654,0.378074152798099,0.66052093088601,-4.59706625071264
"215266_at",-55.0982558139536,617.209941860465,-0.886007558342763,0.378109152413113,0.66052093088601,-4.59706726029996
"205123_s_at",-11.0090125581395,51.2957844186047,-0.885982374564751,0.378122645646966,0.66052093088601,-4.59706764948652
"207513_s_at",85.1775116279069,1006.35231395349,0.885917710416209,0.378157293478329,0.66052093088601,-4.59706864874833
"218319_at",51.1012883720931,407.458120930233,0.885880267861572,0.378177356560774,0.66052093088601,-4.59706922731988
"208223_s_at",-53.9377906976745,1103.21315116279,-0.885663445089585,0.378293551204864,0.660663368941132,-4.59707257725525
"211935_at",151.742255813953,1921.63636046512,0.885611257822923,0.378321521537861,0.660663368941132,-4.59707338343618
"214504_at",-14.2123372093023,115.451024418605,-0.885562127012239,0.37834785491441,0.660663368941132,-4.5970741423596
"208341_x_at",-18.3248697674419,108.132506976744,-0.885442814805393,0.378411809246762,0.660723267939633,-4.59707598520582
"218536_at",-67.4591860465115,810.053430232558,-0.885383657058551,0.378443521793254,0.660726866420049,-4.59707689884277
"200926_at",538.358604651163,8150.02465116279,0.885210443537944,0.378536385511242,0.660833876056725,-4.59707957362784
"209405_s_at",-8.10237674418606,70.9943441860465,-0.885158705227249,0.378564126368267,0.660833876056725,-4.59708037247953
"211725_s_at",35.4995186046511,296.881387209302,0.885092159825861,0.378599808309284,0.660844393588891,-4.59708139989003
"215815_at",14.2084,115.041979069767,0.884910305243593,0.378697330293877,0.660925826209514,-4.59708420720704
"202388_at",326.44865116279,2055.969,0.884894545535005,0.378705782392096,0.660925826209514,-4.59708445046589
"215170_s_at",27.2916046511627,360.539965116279,0.884816572755434,0.378747601756206,0.660936319419977,-4.59708565395264
"220464_at",-13.3609720930233,110.216311627907,-0.884772730722276,0.378771116949832,0.660936319419977,-4.59708633059654
"204697_s_at",171.898469767442,328.081458139535,0.884499250291122,0.378917822060947,0.661140539424014,-4.59709055067641
"216752_at",19.2674769767442,119.75371755814,0.884402759047937,0.378969592057198,0.661179096446175,-4.59709203933383
"212618_at",-8.792123255814,147.123868604651,-0.88434378698849,0.379001234241691,0.661182533673185,-4.5970929490719
"205280_at",-5.54165813953488,50.2934709302326,-0.884223740783085,0.379065651622788,0.661243143503255,-4.59709480079541
"215803_at",-64.2871279069766,602.591226744186,-0.884154108857224,0.37910301959636,0.661256562478723,-4.5970958747631
"213730_x_at",47.9323837209302,245.429910465116,0.883887607557499,0.379246058827333,0.661454283723345,-4.59709998439151
"217015_at",-37.0087441860465,253.82126744186,-0.883723090040989,0.379334377171937,0.661556541169466,-4.59710252076555
"214163_at",-53.2005581395348,597.133651162791,-0.883442213660244,0.379485190485062,0.661734465588334,-4.5971068499977
"220539_at",-20.1909209302326,109.358772093023,-0.883422471691531,0.379495792117458,0.661734465588334,-4.5971071542367
"208430_s_at",-91.6541860465117,848.972069767442,-0.88322256233453,0.379603155861005,0.661869884354521,-4.59711023462527
"214001_x_at",62.7421790697674,386.502845348837,0.883044914681266,0.379698579636525,0.661984465224997,-4.59711297142092
"202167_s_at",76.1310465116278,737.872244186046,0.882965433613155,0.379741277903484,0.662007111212903,-4.59711419571471
"208654_s_at",-97.9886279069766,815.932895348837,-0.882710032037265,0.379878503300395,0.662194530942869,-4.59711812909665
"203606_at",162.442232558139,1785.5773255814,0.882501227968731,0.379990715244712,0.662323063053701,-4.59712134402588
"206679_at",-32.1236046511629,347.481965116279,-0.882462213022586,0.380011684294824,0.662323063053701,-4.59712194465265
"215882_at",-17.519123255814,146.702715116279,-0.882383709231952,0.380053879290875,0.662324798725127,-4.59712315312419
"201123_s_at",-28.5076372093023,174.67606744186,-0.882254540289099,0.380123312673212,0.662324798725127,-4.59712514129929
"219400_at",-136.576744186047,1339.16248837209,-0.882002181777956,0.380258988179718,0.662324798725127,-4.59712902480502
"210530_s_at",-47.5871627906976,499.386279069767,-0.881998826769135,0.380260792137074,0.662324798725127,-4.59712907642751
"205239_at",56.4495720930233,483.921018604651,0.881950076623829,0.380287005245276,0.662324798725127,-4.59712982650969
"222066_at",21.9702930232558,245.635525581395,0.881933599292632,0.380295865414183,0.662324798725127,-4.59713008002507
"212217_at",-81.5224651162788,973.205372093023,-0.881930924834183,0.380297303532647,0.662324798725127,-4.59713012117307
"214105_at",-29.3378720930232,297.275847674419,-0.881906064896117,0.380310671461832,0.662324798725127,-4.59713050365103
"204086_at",44.2078767441861,276.24556627907,0.881896168520755,0.380315993119411,0.662324798725127,-4.59713065590698
"213909_at",147.217162790698,1612.25469767442,0.881892968021559,0.380317714159569,0.662324798725127,-4.59713070514638
"219327_s_at",33.2952418604651,265.98573255814,0.881851825725083,0.380339838499607,0.662324798725127,-4.59713133810164
"205924_at",-11.5579534883721,140.42248372093,-0.881782455251958,0.380377144412223,0.662324798725127,-4.59713240526991
"214055_x_at",125.000976744186,1522.53320930233,0.881728873801818,0.380405960902126,0.662324798725127,-4.5971332294906
"215581_s_at",-82.9203488372094,862.439453488372,-0.881631585125683,0.380458286942278,0.662324798725127,-4.59713472591756
"207660_at",-117.328232558139,1756.18520930233,-0.881631133258961,0.380458529986161,0.662324798725127,-4.5971347328675
"220893_at",-44.324488372093,517.993360465116,-0.881442798662719,0.380559837271092,0.662401328222258,-4.59713762924585
"208585_at",-83.4052325581395,546.352802325581,-0.881438882016232,0.380561944258015,0.662401328222258,-4.59713768947323
"204174_at",-98.343162790698,1553.17634883721,-0.881266159231499,0.380654868920525,0.662479163450083,-4.59714034522328
"214413_at",-20.1505534883721,101.432904651163,-0.881245243447181,0.380666122551491,0.662479163450083,-4.59714066678604
"209556_at",-42.4947813953488,393.351158139535,-0.881148963989297,0.380717927904245,0.662517578093735,-4.59714214690752
"219677_at",-154.921302325581,1822.54697674419,-0.88093987861282,0.380830446223547,0.662661629954655,-4.59714536067775
"218159_at",-72.153186046512,1277.18529069767,-0.880779997840731,0.380916499335433,0.662712315079383,-4.59714781764696
"214522_x_at",4.10892790697674,30.798361627907,0.880775247521183,0.380919056300172,0.662712315079383,-4.59714789064097
"220312_at",-4.71804651162791,51.9186744186047,-0.880457454246403,0.381090139931814,0.662751402034523,-4.59715277302982
"216542_x_at",-163.652325581396,2524.93406976744,-0.880450060196793,0.381094121081062,0.662751402034523,-4.59715288660743
"203466_at",-13.4318953488372,138.332101162791,-0.880441855708224,0.381098538622208,0.662751402034523,-4.59715301263284
"202560_s_at",-129.018581395348,2087.6735,-0.880406725037739,0.38111745438391,0.662751402034523,-4.59715355224629
"200031_s_at",-358.621976744187,5106.68494186047,-0.880379876761792,0.381131910967727,0.662751402034523,-4.59715396462666
"201674_s_at",-74.6302325581396,872.558209302326,-0.880356394120113,0.381144555590396,0.662751402034523,-4.59715432530209
"204666_s_at",-73.4519906976744,614.225637209302,-0.880267636073034,0.381192351218496,0.662751402034523,-4.59715568847409
"211943_x_at",-453.729069767443,6171.52174418605,-0.880154056578994,0.381253518494794,0.662751402034523,-4.59715743266782
"210136_at",-29.5645720930232,255.417211627907,-0.880135346657693,0.38126359515291,0.662751402034523,-4.59715771996759
"211927_x_at",417.850325581396,4931.88972093023,0.880131912972854,0.381265444460863,0.662751402034523,-4.59715777269282
"210556_at",-70.8527441860464,727.221674418605,-0.880092462735297,0.381286691902572,0.662751402034523,-4.59715837844846
"205628_at",24.3306930232558,107.695509302326,0.880070664271207,0.381298432620499,0.662751402034523,-4.59715871315114
"205373_at",39.0693069767442,377.022788372093,0.879888524961276,0.381396542223976,0.662804561132766,-4.59716150948125
"212393_at",-32.4467627906977,390.391911627907,-0.879887174450331,0.381397269737539,0.662804561132766,-4.59716153021316
"208035_at",-125.612139534883,1777.70281395349,-0.879848226800513,0.381418251016715,0.662804561132766,-4.59716212809143
"207394_at",65.5796976744185,729.26161627907,0.879385558722341,0.381667547595821,0.663060706691804,-4.59716922847232
"208720_s_at",108.68788372093,1370.20612790698,0.879366133009486,0.381678016857652,0.663060706691804,-4.59716952651215
"32042_at",-25.8806720930233,232.372312790698,-0.879356602353,0.381683153359599,0.663060706691804,-4.59716967273432
"201936_s_at",-31.9325186046511,286.445129069767,-0.879353773029792,0.381684678218183,0.663060706691804,-4.59716971614235
"220480_at",-3.46323790697674,23.6442680232558,-0.879234229284621,0.381749109577296,0.663065784383644,-4.59717155008271
"213998_s_at",14.1922604651163,104.183048837209,0.87915588612158,0.381791338443191,0.663065784383644,-4.59717275182771
"202317_s_at",-123.667,1501.42712790698,-0.879087710081685,0.381828089356192,0.663065784383644,-4.59717379753009
"221866_at",-22.8567209302325,313.050988372093,-0.879079231744648,0.381832659835113,0.663065784383644,-4.59717392756764
"207819_s_at",-12.8197558139535,125.542961627907,-0.87907232334039,0.381836384024185,0.663065784383644,-4.59717403352524
"203149_at",39.7893023255813,466.206302325581,0.878855256157542,0.381953412355582,0.66321732155532,-4.59717736238282
"218998_at",-96.278534883721,1116.8473372093,-0.878730394725859,0.382020739560003,0.663282541656191,-4.59717927684982
"220100_at",-41.4658372093023,284.59851627907,-0.878595161287562,0.382093667865518,0.663357475734113,-4.59718135005212
"200819_s_at",323.919534883721,5183.49302325581,0.878472434666775,0.382159859050295,0.663420702650181,-4.59718323125175
"220743_at",-19.6522139534884,255.467455813953,-0.878380683124282,0.382209348858998,0.663442946032922,-4.59718463748822
"200814_at",61.8655372093023,446.103443023256,0.878338285139811,0.382232219233077,0.663442946032922,-4.59718528725604
"215573_at",-10.3914674418605,86.2277523255814,-0.878176901797816,0.38231928064989,0.663524783450923,-4.59718776025036
