"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"205739_x_at",244.41766744186,538.888787209302,3.76284121182684,0.000307839320325221,0.00847908970927924,-4.49602113039601
"203498_at",-273.287930232558,1089.31563953488,-3.76168174649325,0.000309064473371512,0.00850232550634248,-4.49607824121182
"203066_at",355.477325581395,788.102453488372,3.75981654945991,0.000311045092857372,0.00854626116416871,-4.4961700976237
"212540_at",-192.871209302325,749.387488372093,-3.75746247069534,0.000313562112316549,0.00860419746424428,-4.49628600199105
"222033_s_at",-344.247534883721,1141.65690697674,-3.75712365155077,0.000313925976683149,0.00860419746424428,-4.49630268133796
"219939_s_at",-1134.87744186046,3645.37476744186,-3.75380952504678,0.000317506353203001,0.0086916389046959,-4.49646579418844
"217198_x_at",-249.213348837209,724.451627906977,-3.75237607355396,0.000319066985740506,0.00872364373405606,-4.49653632556215
"201865_x_at",-1144.40627906977,3146.87941860465,-3.75055691990095,0.00032105806300934,0.00874898289530121,-4.49662581803882
"201466_s_at",-669.293604651163,1591.8568255814,-3.75050759656417,0.000321112212203199,0.00874898289530121,-4.49662824421497
"209357_at",-193.581690697674,295.060736046512,-3.75045345970178,0.000321171655897159,0.00874898289530121,-4.49663090714861
"201677_at",-579.877744186047,2419.22703488372,-3.74895984384572,0.000322815824792582,0.00878303421715887,-4.49670436986583
"216420_at",-123.076237209302,261.458309302326,-3.74852288648464,0.000323298340070179,0.00878543525827292,-4.49672585896556
"201989_s_at",-637.431860465117,1935.74846511628,-3.74697532425303,0.000325012783933386,0.00882126658268896,-4.49680195761629
"218053_at",429.745046511628,1218.68252325581,3.74456291035051,0.000327702620335925,0.00888345193302361,-4.49692055636498
"32625_at",-30.3455069767442,131.679288372093,-3.7438591084226,0.000328491343935017,0.00889401290024785,-4.49695515026322
"203860_at",-279.318651162791,860.565465116279,-3.74308657703841,0.000329359170994694,0.00890668738746938,-4.49699311912733
"212026_s_at",-97.0436023255814,172.474091860465,-3.74131081943393,0.000331362261494805,0.00894999427016817,-4.49708038214619
"218088_s_at",-509.554162790698,1767.98084883721,-3.73987110717268,0.000332994795530545,0.0089831997927447,-4.497151118104
"208070_s_at",-382.585555813953,824.101068604651,-3.73821380332768,0.00033488354505287,0.00901342732324169,-4.49723252994399
"201377_at",164.906190697675,351.350625581395,3.73817815450544,0.000334924284146844,0.00901342732324169,-4.4972342809488
"212328_at",-553.820862790698,996.479545348837,-3.73733942463786,0.000335884138296774,0.00901899986050107,-4.49727547570077
"222266_at",367.433190697674,816.767823255814,3.73728994381569,0.000335940846574334,0.00901899986050107,-4.49727790585568
"209663_s_at",-52.7875325581396,114.092394186047,-3.73616536414257,0.000337232149384476,0.00904277254480659,-4.49733313358954
"221104_s_at",-382.939372093023,1212.43361627907,-3.73572480526843,0.00033773930987119,0.00904548682915832,-4.49735476729213
"216442_x_at",1742.66393023256,3290.85059302326,3.7348663956281,0.0003387295763652,0.00906111782730583,-4.49739691638096
"214773_x_at",219.808323255814,501.867536046512,3.73389686474233,0.000339851356977544,0.0090802251649048,-4.49744451653589
"215000_s_at",-914.219534883721,2991.96581395349,-3.73086738155349,0.000343379408548307,0.00916189830100054,-4.49759321707745
"214909_s_at",-249.770246511628,423.425704651163,-3.73024923448819,0.000344103555357237,0.00916189830100054,-4.49762355193775
"209755_at",-373.608465116279,664.965813953488,-3.72993175133183,0.000344476045272529,0.00916189830100054,-4.49763913119635
"209360_s_at",472.253346511628,500.579722093023,3.72986634377534,0.000344552832932659,0.00916189830100054,-4.49764234074646
"214097_at",214.465113953488,276.941405813954,3.72756592795605,0.000347263879595531,0.00922298096427559,-4.49775520634876
"208475_at",-71.040334883721,205.343672093023,-3.72640222727209,0.000348643025579655,0.00924300351959261,-4.49781228939882
"208186_s_at",-243.494302325581,388.37273255814,-3.7262301770739,0.000348847370640281,0.00924300351959261,-4.49782072831278
"202808_at",-479.697451162791,964.807506976744,-3.72246458739584,0.000353348438357935,0.0093511440046673,-4.49800538393509
"218392_x_at",94.6183255813954,149.808595348837,3.72202539690271,0.000353876994194406,0.00935402261166543,-4.49802691540001
"208988_at",392.24711627907,828.489813953488,3.72141649796757,0.000354611035144612,0.00936231954517463,-4.49805676501156
"213911_s_at",917.654046511628,2191.51346511628,3.71863440324183,0.000357983384875618,0.00944017013631173,-4.49819312198555
"213541_s_at",-250.427720930233,594.240953488372,-3.71729374709974,0.000359619352886797,0.00946195874655829,-4.49825881446808
"216226_at",-273.633232558139,925.625546511628,-3.71692372966575,0.000360072126744271,0.00946195874655829,-4.49827694355512
"203743_s_at",481.494534883721,1341.9216627907,3.71691442670632,0.000360083517348715,0.00946195874655829,-4.49827739934533
"212372_at",-1004.9068372093,2668.96755813953,-3.71607097251893,0.000361117674128191,0.0094779565754988,-4.49831872151867
"208682_s_at",435.148506976744,480.907434883721,3.71318987557353,0.000364671533610582,0.00955997150993481,-4.49845983951702
"211994_at",-598.079930232558,1909.69463953488,-3.71239279342776,0.000365660602958148,0.00957463597616499,-4.49849887248535
"204942_s_at",170.247651162791,379.530220930233,3.7096018123659,0.000369143978538977,0.00965450149505166,-4.49863551679033
"201536_at",-221.117039534884,678.420038372093,-3.69828106251896,0.000383599590989764,0.010020808541647,-4.49918929925524
"211979_at",175.688251162791,461.946525581395,3.6964542999997,0.000385982071794599,0.0100712394681488,-4.49927858850487
"204754_at",-191.842418604651,510.17111627907,-3.69483241292004,0.000388109138839372,0.0101054051749216,-4.49935784709209
"213571_s_at",226.62491627907,593.323309302326,3.69476447206126,0.000388198484482919,0.0101054051749216,-4.49936116689217
"211813_x_at",-1325.36290697674,3894.32875581395,-3.69214102878715,0.000391663441076112,0.0101733984079962,-4.49948933533753
"212107_s_at",-245.74226744186,474.812284883721,-3.69209571421487,0.000391723548627238,0.0101733984079962,-4.49949154882162
"201893_x_at",-1376.87023255814,4569.73302325581,-3.68970195004072,0.000394911258027109,0.0102442462894273,-4.49960845971604
"55872_at",183.230511627907,440.629302325581,3.68880510880262,0.000396111895613186,0.0102634434534286,-4.49965225239817
"206461_x_at",-621.976093023256,1811.68197674419,-3.68748369669852,0.000397887248848108,0.010288641257167,-4.49971676805124
"208848_at",-571.438558139535,1723.22006976744,-3.6873941408321,0.000398007842915136,0.010288641257167,-4.49972114008196
"212977_at",-725.111534883721,1304.26102325581,-3.68620997407889,0.000399605688200083,0.0103179763037803,-4.49977894542897
"204773_at",-225.63531627907,386.87078372093,-3.68487959522502,0.000401408097339811,0.0103515278636158,-4.49984387810208
"214614_at",150.861458139535,125.795924418605,3.68456590991453,0.000401834205539097,0.0103515278636158,-4.49985918679666
"203810_at",-506.374651162791,1437.159,-3.68394703112965,0.000402676148030267,0.0103612385757026,-4.49988938802553
"205603_s_at",-331.099744186047,902.25038372093,-3.68238743390416,0.000404805317965351,0.0103948651731519,-4.49996548600603
"200662_s_at",741.653069767442,1972.15586046512,3.6823065821565,0.000404915988434945,0.0103948651731519,-4.49996943063471
"204079_at",-54.9476790697674,158.115472093023,-3.68172358063828,0.00040571485702571,0.0104033879851598,-4.49999787318936
"222036_s_at",251.136558139535,287.746097674419,3.67749410236308,0.000411555396365089,0.0105410217209233,-4.50020415289308
"203780_at",252.481325581395,630.881639534884,3.67684546064485,0.000412458150651409,0.0105520148920383,-4.50023577882936
"219760_at",-154.17238372093,232.286898837209,-3.6761170085576,0.000413474225415857,0.0105658786295201,-4.50027129306043
"209841_s_at",-293.247139534883,978.84761627907,-3.67507101533542,0.00041493738068533,0.0105911221693141,-4.500322282762
"220706_at",-73.0313093023256,202.787968604651,-3.67388864786406,0.000416597223311167,0.0106213225709871,-4.5003799124098
"210413_x_at",-378.214953488372,1326.88287209302,-3.67102403715715,0.00042064485062764,0.0107122619503265,-4.50051950095723
"211671_s_at",-686.169534883721,2321.63034883721,-3.66902379182698,0.000423493276924398,0.0107724893718109,-4.50061694062876
"203981_s_at",-82.3359395348837,160.686204651163,-3.66814219644042,0.000424754513081859,0.0107922517844961,-4.5006598788209
"218450_at",-464.150023255814,1191.9983372093,-3.66779025362529,0.000425259008864239,0.0107927636611866,-4.50067701891059
"202911_at",344.260372093023,851.669674418605,3.6663961443651,0.000427263007871014,0.0108198016875048,-4.5007449065025
"218640_s_at",603.441906976744,1209.55253488372,3.6663735964001,0.000427295493650057,0.0108198016875048,-4.5007460044017
"207469_s_at",-117.539846511628,212.581120930233,-3.66423839738764,0.000430382418012065,0.010885597526178,-4.50084995687398
"211577_s_at",-223.322413953488,457.008072093023,-3.66354190354279,0.000431393935515405,0.010890665735787,-4.50088385976282
"202540_s_at",184.735734883721,240.867420930233,3.66342750953743,0.000431560285630296,0.010890665735787,-4.50088942778056
"203962_s_at",366.215976744186,1128.56968604651,3.66300330316717,0.000432177692576717,0.0108939089634468,-4.50091007491855
"212623_at",167.880072093023,317.586515116279,3.65907049732872,0.00043794174511966,0.0110267298378547,-4.50110144161737
"203228_at",295.086953488372,705.979686046512,3.65615426375118,0.000442262945953944,0.0111170062197992,-4.50124328171094
"218974_at",-517.792418604651,1441.269,-3.65597828557008,0.000442524997395407,0.0111170062197992,-4.5012518392889
"202243_s_at",201.256553488372,204.200809302326,3.65416514992004,0.000445233563046494,0.0111724543754111,-4.5013399985224
"212235_at",-49.7351860465117,77.9020488372093,-3.65265328505941,0.000447504104116442,0.0112167985962055,-4.50141349376646
"206324_s_at",-233.746558139535,1055.36727906977,-3.6520575198627,0.000448401850049107,0.0112266723872407,-4.50144245142826
"218814_s_at",-406.008604651162,1106.91302325581,-3.65036398929676,0.000450963145891109,0.0112667948303574,-4.50152475495523
"217851_s_at",333.936744186047,419.420069767442,3.65032939107817,0.000451015616778656,0.0112667948303574,-4.50152643620249
"202043_s_at",347.901,1140.3006627907,3.64903930806938,0.000452976271619775,0.0113031021954126,-4.50158912053774
"46323_at",313.312325581395,614.170930232558,3.64765093955589,0.000455095340885058,0.0113432768243196,-4.50165656903894
"218541_s_at",386.167962790698,482.013941860465,3.64652786618479,0.00045681637325752,0.0113734516707233,-4.50171112049995
"202262_x_at",-409.51583255814,613.278725581395,-3.64584462981375,0.000457866407337634,0.011386871824447,-4.50174430378315
"205980_s_at",58.3488930232558,95.576623255814,3.64525444425453,0.000458775280399634,0.0113967553769733,-4.50177296547137
"200750_s_at",749.692455813954,1064.49641627907,3.64407136467974,0.000460602358708494,0.0114294012907588,-4.50183041389451
"210968_s_at",-1114.53946511628,3748.58345348837,-3.6426838469645,0.000462753961710572,0.0114700183857583,-4.50189777846596
"219789_at",-426.781976744186,1380.27991860465,-3.64170687665032,0.00046427465617483,0.0114936096382111,-4.50194520363427
"201648_at",-747.397279069769,2236.28345348837,-3.64127812194425,0.000464943527376418,0.0114936096382111,-4.50196601484955
"208246_x_at",850.291790697675,1830.61412790698,3.64107984962741,0.000465253147855601,0.0114936096382111,-4.50197563835357
"201828_x_at",-419.164744186047,1290.72746511628,-3.64043992555238,0.00046625378417428,0.0114996764040078,-4.50200669655802
"207455_at",-190.776813953488,688.966965116279,-3.64026295225512,0.000466530874174169,0.0114996764040078,-4.50201528536744
"211687_x_at",-378.754906976744,1042.3328255814,-3.63986680677766,0.000467151692392842,0.0115006010368842,-4.50203451026416
"212173_at",-201.20961627907,355.35486627907,-3.63902366721146,0.000468475628021648,0.0115006010368842,-4.50207542449252
"202503_s_at",611.373604651163,2173.12547674419,3.63857565702489,0.000469180562138173,0.0115006010368842,-4.50209716285911
"218837_s_at",-73.1967418604651,148.400722093023,-3.63841807442578,0.000469428754168151,0.0115006010368842,-4.50210480879135
"208970_s_at",-642.885395348837,1952.74988372093,-3.63832745372288,0.000469571537890651,0.0115006010368842,-4.50210920565211
"219124_at",-231.748311627907,736.737239534884,-3.63826810040004,0.000469665078470792,0.0115006010368842,-4.50211208541116
"203755_at",248.067023255814,696.778395348837,3.63711522892343,0.000471485511370509,0.0115325045552898,-4.50216801714639
"215918_s_at",-300.246953488372,540.33138372093,-3.6337096985459,0.000476902183786314,0.011640011894782,-4.50233318868412
"209047_at",-523.844093023256,1499.34493023256,-3.6336951204512,0.000476925497461563,0.011640011894782,-4.50233389558065
"207828_s_at",319.797646511628,351.369393023256,3.63296943352929,0.000478087403382464,0.0116556035115661,-4.50236908270005
"201218_at",340.40084883721,1095.94494767442,3.62757298877875,0.000486812372374599,0.0118553443646155,-4.50263064248484
"210896_s_at",-547.329488372093,1282.55951162791,-3.62715499711575,0.000487494449377555,0.0118573844361678,-4.50265089448724
"218631_at",-1033.41046511628,3666.08430232558,-3.62630888264296,0.000488877912214632,0.0118573844361678,-4.50269188600504
"200965_s_at",-858.797511627907,2599.11008139535,-3.62628344943649,0.000488919555103598,0.0118573844361678,-4.50269311809246
"205969_at",-246.858413953488,242.803086046512,-3.62621927176954,0.000489024650937404,0.0118573844361678,-4.5026962271003
"204667_at",310.473511627907,1029.48570930233,3.62498073809456,0.000491057048154593,0.0118937219609009,-4.50275622127971
"213628_at",-768.202999999999,3028.03105813953,-3.6227642069932,0.000494714332885582,0.0119692936804445,-4.50286356533069
"200708_at",329.843930232558,861.554709302326,3.62235516081042,0.000495392079353609,0.0119726916531849,-4.50288337159597
"202930_s_at",-476.898790697675,1205.85904651163,-3.62166154131797,0.000496543347784448,0.011987513996404,-4.50291695467193
"204451_at",259.326,664.600860465116,3.62088729553906,0.000497831437746921,0.0120056038174401,-4.5029544378714
"220751_s_at",-90.080953488372,318.337034883721,-3.62029762307463,0.000498814584561862,0.0120091241698065,-4.50298298288076
"204320_at",776.507879069767,722.72748372093,3.62015342187469,0.000499055287943314,0.0120091241698065,-4.50298996307503
"201662_s_at",481.420930232558,1364.00230232558,3.61842222048923,0.000501953658591353,0.0120658396703248,-4.503073753285
"203918_at",-53.9088906976744,124.321919767442,-3.61803139178422,0.000502610188452844,0.01206860218674,-4.50309266679754
"216502_at",-427.893488372093,1743.15218604651,-3.61580273435053,0.00050636957247748,0.0121457838358619,-4.50320050061207
"210222_s_at",-187.5937,550.650847674419,-3.61523290716903,0.000507335051952572,0.0121558569490959,-4.50322806672869
"205471_s_at",133.116374418605,209.082429069767,3.61367472176461,0.000509984067814255,0.0122062029893717,-4.50330343546744
"207165_at",281.353906976744,269.939646511628,3.61310015058979,0.000510964182818577,0.0122165395769811,-4.50333122335023
"202421_at",389.243418604651,995.135941860465,3.61118512333566,0.000514243792062628,0.0122817732245783,-4.50342382439665
"221631_at",-163.956441860465,311.771169767442,-3.6107917447524,0.000514919945940263,0.0122847549843543,-4.50344284332534
"212335_at",-430.720697674418,1304.37497674419,-3.61027512290999,0.000515809215921631,0.0122928093672531,-4.50346781928724
"200602_at",815.202674418605,2406.60098837209,3.60665268621914,0.000522085614479269,0.0124290958840187,-4.50364289762567
"221765_at",171.11053255814,163.043108139535,3.6060270919931,0.000523176855387515,0.0124417821436499,-4.50367312519528
"206410_at",-228.799093023256,889.053965116279,-3.60433120632883,0.000526145924391672,0.012499050781684,-4.50375505478435
"218888_s_at",226.931209302325,742.589581395349,3.60301883990814,0.000528454507109807,0.0125176793607527,-4.50381844370108
"209123_at",-975.592069767442,3004.81629069767,-3.60206245880026,0.000530142923246498,0.0125176793607527,-4.50386463118345
"204273_at",-197.55588372093,402.50426744186,-3.6020617046374,0.000530144256678284,0.0125176793607527,-4.50386466760271
"217672_x_at",-31.3692674418605,65.0731848837209,-3.60192969391226,0.000530377713221599,0.0125176793607527,-4.50387104247239
"202783_at",-67.415923255814,128.174836046512,-3.60191683863709,0.000530400452552826,0.0125176793607527,-4.50387166325468
"222161_at",-112.024641860465,89.5652581395349,-3.60165294747744,0.000530867446445991,0.0125176793607527,-4.50388440634787
"220546_at",-89.8301441860466,218.490893023256,-3.60106805016215,0.000531903897625081,0.0125176793607527,-4.50391264899025
"208699_x_at",-287.619693023256,446.988141860465,-3.60104023970212,0.000531953226137442,0.0125176793607527,-4.50391399180565
"205726_at",-707.740069767441,2238.93903488372,-3.60092746640739,0.000532153301050289,0.0125176793607527,-4.50391943696231
"203313_s_at",206.674102325581,339.053044186047,3.60070528824417,0.000532547683615022,0.0125176793607527,-4.50393016439702
"221580_s_at",266.760646511628,332.988909302326,3.59968875716405,0.000534355638257889,0.0125469406610122,-4.50397924158242
"218826_at",-573.649418604651,2141.3631744186,-3.59885421303847,0.00053584426792694,0.0125564072170264,-4.50401952767789
"220244_at",-638.558604651163,2429.84651162791,-3.59883096163286,0.000535885799191854,0.0125564072170264,-4.50402065003344
"212963_at",-160.492644186046,388.184212790698,-3.594853429699,0.00054303549091022,0.0127105670629753,-4.50421259641308
"219523_s_at",-89.3941930232559,158.272754651163,-3.59354671191818,0.000545404010451801,0.0127526102464821,-4.50427563347061
"204734_at",539.968669767442,575.925534883721,3.59298177425061,0.000546431029674358,0.0127601377859915,-4.50430288310636
"201999_s_at",838.698372093022,2784.60941860465,3.59273993993599,0.000546871228542921,0.0127601377859915,-4.50431454730264
"218176_at",125.802586046512,220.416655813953,3.59045379547744,0.00055104922478243,0.0128441735102792,-4.50442479450511
"203010_at",-647.765186046512,1290.07545348837,-3.59012313214281,0.000551656020441845,0.0128448809858993,-4.50444073766264
"211432_s_at",-641.880069767441,1885.64463953488,-3.58794548106233,0.000555668045379775,0.0129247923331916,-4.50454571704736
"201409_s_at",222.939790697674,530.175546511628,3.58587495640244,0.000559508339877875,0.0130005467544303,-4.50464550384307
"202567_at",349.355395348837,819.134906976744,3.58423680783622,0.000562564496139772,0.013057942361961,-4.50472443316194
"200872_at",-688.543488372093,1760.70930232558,-3.58292740646031,0.000565018705863232,0.0131012610018214,-4.50478751033606
"200754_x_at",822.394162790697,2262.60926744186,3.58179228634413,0.000567154467366707,0.0131371133018008,-4.50484218299033
"212197_x_at",-608.477372093024,2019.50677906977,-3.58118265183117,0.000568304667816007,0.013150086098592,-4.50487154238503
"218783_at",121.94906744186,216.102470930233,3.5807934931087,0.000569040050975426,0.0131506885455013,-4.5048902826286
"209273_s_at",-302.834174418605,729.91305,-3.58054450123528,0.000569511037401101,0.0131506885455013,-4.50490227251431
"206283_s_at",-153.470627906977,479.744430232558,-3.57940059928336,0.000571679562677327,0.0131870969928974,-4.50495735050281
"220946_s_at",-136.399139534884,517.04861627907,-3.57609818190821,0.000577984025600931,0.0133087340353089,-4.5051163118254
"215121_x_at",2200.33927906977,2359.52226744186,3.57601315001543,0.00057814722192609,0.0133087340353089,-4.50512040388893
"218946_at",-330.176279069768,901.579674418605,-3.57438954737885,0.000581271687216936,0.0133538863184324,-4.50519852893289
"220056_at",-214.710790697674,753.195418604651,-3.57437110865901,0.000581307262436808,0.0133538863184324,-4.50519941607505
"215497_s_at",-261.131651162791,909.388779069767,-3.57218814661775,0.000585533625416454,0.0134371223225076,-4.50530442933368
"221796_at",-597.210720930232,1262.14415116279,-3.57121174988287,0.000587433402813335,0.0134668503239604,-4.50535138971447
"212153_at",410.647465116279,861.558453488372,3.56961810076274,0.000590546717629422,0.0135243088478278,-4.50542802389688
"212521_s_at",-293.57423255814,726.564395348837,-3.56679985627331,0.00059609066707732,0.0136360201874527,-4.50556350500648
"213901_x_at",-323.856,1058.00530232558,-3.56651763400609,0.000596648551934944,0.0136360201874527,-4.50557706938998
"203429_s_at",599.872837209303,1882.05697674419,3.56509650046934,0.000599465310543597,0.0136744945964402,-4.50564536510505
"201301_s_at",268.865220930232,341.354477906977,3.56504915903423,0.000599559360082669,0.0136744945964402,-4.50564763997553
"220655_at",-171.221493023256,300.461434883721,-3.56424271416208,0.000601163609451969,0.0136970641200595,-4.5056863893543
"204183_s_at",-134.633720930233,467.632790697674,-3.56202582334484,0.000605594613147806,0.0137839272367442,-4.50579288824087
"205357_s_at",-706.647069767442,1605.44820930233,-3.56096060620092,0.000607734697103831,0.0138185227097599,-4.50584404957514
"205752_s_at",-730.231581395349,2544.32490697674,-3.56056774635777,0.000608525781848023,0.0138224057053206,-4.50586291637306
"202525_at",196.694372093023,394.240076744186,3.55930185124244,0.000611081498320719,0.0138663228381676,-4.50592370315508
"208999_at",251.100953488372,577.198848837209,3.55893159975387,0.000611830918308077,0.0138692048348513,-4.50594148020757
"210374_x_at",-225.859746511628,355.769836046512,-3.55789016837624,0.000613943531946388,0.0139029509373591,-4.50599147810428
"206084_at",-281.726339534884,744.621760465116,-3.55683638313602,0.000616088235642797,0.0139373544719071,-4.50604206185298
"204790_at",-347.794790697675,995.272906976744,-3.55604660731432,0.000617700265944577,0.0139596501278327,-4.50607996785514
"212950_at",-572.601372093023,1516.51377906977,-3.55532752230422,0.000619171480295826,0.0139787214746017,-4.50611447742476
"201458_s_at",485.696658139535,824.395787209302,3.55447572626395,0.000620918507840404,0.0140039748079026,-4.50615535152547
"218542_at",146.012348837209,191.625702325581,3.5534364432632,0.000623056390880444,0.0140379833751152,-4.50620521587326
"214621_at",-302.862255813953,1167.26126744186,-3.55028388066507,0.00062958416069185,0.0141707311643399,-4.50635643096347
"40465_at",90.8251279069768,178.712340697674,3.54869078096213,0.000632907443810298,0.0142311569832743,-4.50643282030033
"212621_at",99.5806744186046,163.150081395349,3.54809987211603,0.00063414432483778,0.014244594748347,-4.5064611501978
"202128_at",193.151741860465,451.104063953488,3.54682538962519,0.000636819845168143,0.0142867480541425,-4.50652224476386
"202014_at",-75.3148674418605,137.926763953488,-3.54659567682839,0.000637303216165582,0.0142867480541425,-4.50653325531046
"207036_x_at",-167.675160465116,384.547536046512,-3.54622230917663,0.000638089612571245,0.0142900008411307,-4.50655115074789
"219205_at",-383.035488372092,1599.37060465116,-3.54294986888593,0.000645021520911229,0.0144178890485361,-4.50670795869857
"207621_s_at",-230.654620930233,243.671103488372,-3.54291570704405,0.000645094259363212,0.0144178890485361,-4.50670959528297
"202732_at",-252.662581395349,466.913186046512,-3.53898795686908,0.000653509300098161,0.0145913303948771,-4.50689770961532
"209318_x_at",-381.499767441861,1122.2568372093,-3.53782053817844,0.000656030403742544,0.0146329584450401,-4.5069536018255
"209094_at",528.742534883721,1214.62305813953,3.53714119111038,0.000657501723539264,0.0146511109056254,-4.50698612258407
"220065_at",-241.018995348837,294.322455813953,-3.53603025472914,0.00065991450310127,0.0146901846879177,-4.50703929717198
"214164_x_at",640.55611627907,1394.37912790698,3.53540944061209,0.000661266460422874,0.0147055893588851,-4.50706900864897
"200843_s_at",547.643295348837,1234.57667790698,3.53315654871288,0.000666194664541477,0.014800414466578,-4.50717680800263
"205156_s_at",-195.944086046512,474.11305,-3.53197948543916,0.000668783292533778,0.0148180176919326,-4.50723311622704
"208030_s_at",-390.415093023256,1272.47838372093,-3.53196912610532,0.000668806117236724,0.0148180176919326,-4.50723361175468
"222140_s_at",266.286441860465,706.288779069767,3.53188931248948,0.000668981995157035,0.0148180176919326,-4.50723742952958
"222258_s_at",424.113104651163,930.87475,3.53074057705499,0.000671518209703898,0.0148594242967547,-4.50729237300402
"219025_at",-446.176139534884,1424.75169767442,-3.52900050273521,0.000675377332762895,0.0149123083955126,-4.50737558315081
"210765_at",-66.6413860465117,218.097486046512,-3.52872644361391,0.000675987047966667,0.0149123083955126,-4.50738868678062
"202311_s_at",438.117762790698,618.118097674419,3.52819155928158,0.000677178536277638,0.0149123083955126,-4.50741425983843
"218309_at",476.946395348838,1352.98422093023,3.52813522233463,0.000677304145926194,0.0149123083955126,-4.50741695322152
"221590_s_at",-316.409348837209,1435.61130232558,-3.52798408084045,0.000677641242015674,0.0149123083955126,-4.50742417895983
"202746_at",-608.573488372093,1942.91181395349,-3.52785760045476,0.000677923457553034,0.0149123083955126,-4.50743022558798
"217886_at",-432.097979069768,1023.87740581395,-3.52585902654052,0.00068239765815046,0.0149888765596306,-4.50752575688606
"218947_s_at",192.402306976744,342.711018604651,3.52570233702502,0.000682749616659562,0.0149888765596306,-4.50753324547212
"203675_at",238.982234883721,596.72053372093,3.52540175420239,0.000683425271311489,0.0149889422447184,-4.50754761062077
"209019_s_at",-405.767976744186,1142.74447674419,-3.52472185196788,0.000684955899833385,0.0150077407236847,-4.50758010158304
"209356_x_at",-347.048325581395,1063.3866744186,-3.52116546087418,0.000693015196451801,0.0151694082736105,-4.50775000278644
"AFFX-M27830_M_at",-1304.22413953488,4341.49141860465,-3.519758312197,0.000696228693583841,0.0152247929137672,-4.50781720372761
"209326_at",237.031465116279,714.033104651163,3.51905619371723,0.000697837382304769,0.0152450101861737,-4.50785072969103
"211986_at",-981.156209302325,3223.02575581395,-3.51868969401139,0.000698678499413899,0.0152484358495983,-4.50786822863302
"215977_x_at",-107.421220930233,205.724624418605,-3.5167257416939,0.000703202129428979,0.0153130071953667,-4.50796198434342
"212717_at",-263.984023255814,739.753244186046,-3.51658453271534,0.000703528445263746,0.0153130071953667,-4.50796872441617
"206408_at",-52.8001162790698,128.199541860465,-3.51611254005238,0.000704620199227342,0.0153130071953667,-4.50799125221274
"219481_at",420.44975116279,793.326915116279,3.51594643170847,0.000705004801081684,0.0153130071953667,-4.50799918006127
"201026_at",-328.840279069767,982.105,-3.5159169136084,0.000705073167098066,0.0153130071953667,-4.50800058885138
"201533_at",345.978837209303,1458.07648837209,3.51561941255493,0.00070576255073266,0.015313054447883,-4.50801478715203
"201718_s_at",-73.0669813953488,189.757841860465,-3.51394337640656,0.000709658266521181,0.0153826022888049,-4.5080947651737
"218095_s_at",224.801834883721,325.655315116279,3.5130071241151,0.00071184329850199,0.0154149700879688,-4.50813943352406
"217029_at",-84.0475116279069,280.300360465116,-3.51269787119557,0.000712566431525055,0.0154156483433716,-4.50815418659852
"201691_s_at",86.0891418604651,134.842329069767,3.51143398969545,0.000715529019775448,0.015464726622363,-4.50821447401656
"211931_s_at",510.094465116279,1654.26458139535,3.51032081676441,0.000718147982641648,0.0154979443290044,-4.50826756365657
"209568_s_at",-759.167255813953,2694.22497674419,-3.51010103580801,0.000718666131598365,0.0154979443290044,-4.50827804449763
"201292_at",173.101523255814,281.321963953488,3.5098948850483,0.000719152467629607,0.0154979443290044,-4.50828787504926
"201704_at",184.765302325581,368.051046511628,3.50779812766645,0.000724116693967978,0.0155802348415165,-4.50838784514449
"212770_at",80.7119139534884,235.162973255814,3.50769175601895,0.00072436939800795,0.0155802348415165,-4.50839291598346
"221523_s_at",-267.373348837209,865.705093023256,-3.50639676298176,0.00072745256834461,0.0156314615047473,-4.50845464339697
"212991_at",-336.224674418605,1244.05054651163,-3.50462391445212,0.000731693555831452,0.0157074446094338,-4.50853912991973
"47069_at",-378.507976744186,934.40726744186,-3.50318169450094,0.000735160845297684,0.0157596941920918,-4.50860784432501
"201273_s_at",880.91414883721,2305.97834418605,3.50302355345208,0.000735541980872211,0.0157596941920918,-4.50861537807718
"202017_at",-196.393488372093,438.907720930233,-3.50226813737144,0.000737365186598761,0.0157835816070895,-4.50865136333529
"218517_at",-418.763255813954,1492.73002325581,-3.49870628488509,0.000746019457216956,0.0159508693081355,-4.50882098461948
"212015_x_at",294.704825581395,677.643308139535,3.49846381422288,0.000746612066974166,0.0159508693081355,-4.50883252832943
"217599_s_at",-181.216618604651,453.720458139535,-3.49677600659363,0.000750749491111042,0.0160238993394898,-4.50891287152325
"221060_s_at",-284.329930232558,972.133872093023,-3.49547821044653,0.000753945581380553,0.0160767171195243,-4.50897463612537
"202089_s_at",806.863023255814,1523.28018604651,3.49505239730518,0.000754997032180859,0.016083746527807,-4.5089948988808
"222146_s_at",-53.4017418604652,157.356661627907,-3.49471649353474,0.000755827449248102,0.0160860583109794,-4.50901088233222
"209335_at",-1014.25811627907,2719.77994186046,-3.49252534665619,0.000761265587981105,0.0161863369246021,-4.50911512566978
"220431_at",-232.863932558139,536.121056976744,-3.49188689742241,0.000762857077149535,0.0162047132984968,-4.50914549357245
"203438_at",819.935069767442,1663.03555813953,3.49099698485708,0.000765080644652538,0.0162351977986252,-4.5091878176967
